Ticker,Company Name,Sector,X-Spot-Id,X-Post-Id,Conversation Id
LKQ,Lkq Corp,Consumer Discretionary,,,
MOS,Mosaic,Materials,,,
APA,Apa Corp,Energy,,,
EVRG,Evergy Inc,Utilities,,,
TRMB,Trimble Inc,Information Technology,,,
MGM,Mgm Resorts International,Consumer Discretionary,,,
NDSN,Nordson Corp,Industrials,,,
WDC,Western Digital Corp,Information Technology,,,
MAS,Masco Corp,Industrials,,,
LNT,Alliant Energy Corp,Utilities,,,
IPG,Interpublic Group Of Companies Inc,Communication,,,
MTCH,Match Group Inc,Communication,,,
STX,Seagate Technology Holdings Plc,Information Technology,,,
KMX,Carmax Inc,Consumer Discretionary,,,
TECH,Bio Techne Corp,Health Care,,,
WRB,Wr Berkley Corp,Financials,,,
BFB,Brown Forman Corp Class B,Consumer Staples,,,
LYV,Live Nation Entertainment Inc,Communication,,,
IP,International Paper,Materials,,,
UDR,Udr Reit Inc,Real Estate,,,
AES,Aes Corp,Utilities,,,
CE,Celanese Corp,Materials,,,
INCY,Incyte Corp,Health Care,,,
L,Loews Corp,Financials,,,
TAP,Molson Coors Brewing Class B,Consumer Staples,,,
GEN,Gen Digital Inc,Information Technology,,,
CPT,Camden Property Trust Reit,Real Estate,,,
KIM,Kimco Realty Reit Corp,Real Estate,,,
JKHY,Jack Henry And Associates Inc,Financials,,,
HRL,Hormel Foods Corp,Consumer Staples,,,
HST,Host Hotels & Resorts Reit Inc,Real Estate,,,
FMC,Fmc Corp,Materials,,,
CZR,Caesars Entertainment Inc,Consumer Discretionary,,,
PEAK,Healthpeak Properties Inc,Real Estate,,,
CDAY,Ceridian Hcm Holding Inc,Industrials,,,
PNR,Pentair,Industrials,,,
NI,Nisource Inc,Utilities,,,
CHRW,Ch Robinson Worldwide Inc,Industrials,,,
HSIC,Henry Schein Inc,Health Care,,,
CRL,Charles River Laboratories Interna,Health Care,,,
REG,Regency Centers Reit Corp,Real Estate,,,
QRVO,Qorvo Inc,Information Technology,,,
TFX,Teleflex Inc,Health Care,,,
KEY,Keycorp,Financials,,,
GL,Globe Life Inc,Financials,,,
EMN,Eastman Chemical,Materials,,,
WYNN,Wynn Resorts Ltd,Consumer Discretionary,,,
ALLE,Allegion Plc,Industrials,,,
AAL,American Airlines Group Inc,Industrials,,,
FFIV,F5 Inc,Information Technology,,,
BWA,Borgwarner Inc,Consumer Discretionary,,,
BXP,Boston Properties Reit Inc,Real Estate,,,
MKTX,Marketaxess Holdings Inc,Financials,,,
ROL,Rollins Inc,Industrials,,,
JNPR,Juniper Networks Inc,Information Technology,,,
PNW,Pinnacle West Corp,Utilities,,,
ETSY,Etsy Inc,Consumer Discretionary,,,
BLDR,Builders FirstSource Inc,Building materials Manufacturing,,,
FOXA,Fox Corp Class A,Communication,,,
AOS,A O Smith Corp,Industrials,,,
HAS,Hasbro Inc,Consumer Discretionary,,,
HII,Huntington Ingalls Industries Inc,Industrials,,,
NRG,Nrg Energy Inc,Utilities,,,
CPB,Campbell Soup,Consumer Staples,,,
UHS,Universal Health Services Inc Clas,Health Care,,,
BIO,Bio Rad Laboratories Inc Class A,Health Care,,,
WRK,Westrock,Materials,,,
RHI,Robert Half,Industrials,,,
CTLT,Catalent Inc,Health Care,,,
GEV,GE Vernova Inc,Energy,,,
BBWI,Bath And Body Works Inc,Consumer Discretionary,,,
NWSA,News Corp Class A,Communication,,,
TPR,Tapestry Inc,Consumer Discretionary,,,
PARA,Paramount Global Class B,Communication,,,
SMCI,Super Micro Computer Inc,Information Technology,,,
BEN,Franklin Resources Inc,Financials,,,
AIZ,Assurant Inc,Financials,,,
NCLH,Norwegian Cruise Line Holdings Ltd,Consumer Discretionary,,,
GNRC,Generac Holdings Inc,Industrials,,,
FRT,Federal Realty Investment Trust Re,Real Estate,,,
IVZ,Invesco Ltd,Financials,,,
SOLV,Solventum Corp,Health Care,,,
CMA,Comerica Inc,Financials,,,
DVA,Davita Inc,Health Care,,,
JBL,Jabil Inc,Electronics Manufacturing,,,
LULU,Lululemon Athletica Inc,Consumer Discretionary,,,
DECK,Deckers Outdoor Corp,Consumer Discretionary,,,
UBER,Uber Technologies Inc,Mobile Transportation,,,
MHK,Mohawk Industries Inc,Consumer Discretionary,,,
RL,Ralph Lauren Corp Class A,Consumer Discretionary,,,
VLTO,Veralto,Industrials,,,
FOX,Fox Corp Class B,Communication,,,
BX,Blackstone Inc,Financials,,,
ABNB,Airbnb Inc,Consumer Discretionary,,,
NWS,News Corp Class B,Communication,,,
